VALUE,ZONE_NAME,ESP_Name,ESP_LF,ESPLF_Name,ZONE_NAME_ENC,ESP_Name_ENC,ESPLF_Name_ENC
6355,Death Valley Basin,North American Warm Desert Riparian Systems,3,Upland Shrub,17,284,4
6356,Death Valley Basin,North American Warm Desert Riparian Systems,4,Upland Woodland,17,284,5
6357,Death Valley Basin,North American Warm Desert Riparian Systems,5,Upland Forest,17,284,2
6358,Death Valley Basin,North American Warm Desert Riparian Systems,6,Wetland Shrub-Herb,17,284,9
6359,Death Valley Basin,North American Warm Desert Riparian Systems,7,Wetland Forest,17,284,6
6360,Death Valley Basin,North American Warm Desert Riparian Systems,8,Wetland Shrub,17,284,8
6361,Death Valley Basin,North American Warm Desert Riparian Systems,9,Wetland Herb,17,284,7
6362,Death Valley Basin,Rocky Mountain Montane Riparian Systems,1,Sparsely Vegetated,17,367,0
6363,Death Valley Basin,Rocky Mountain Montane Riparian Systems,2,Upland Herb,17,367,3
6364,Death Valley Basin,Rocky Mountain Montane Riparian Systems,3,Upland Shrub,17,367,4
6365,Death Valley Basin,Rocky Mountain Montane Riparian Systems,4,Upland Woodland,17,367,5
6366,Death Valley Basin,Rocky Mountain Montane Riparian Systems,6,Wetland Shrub-Herb,17,367,9
6367,Sonoran Desert,Open Water,0,Undetermined,59,345,1
6368,Sonoran Desert,Open Water,2,Upland Herb,59,345,3
6369,Sonoran Desert,Open Water,3,Upland Shrub,59,345,4
6370,Sonoran Desert,Open Water,4,Upland Woodland,59,345,5
6371,Sonoran Desert,Open Water,5,Upland Forest,59,345,2
6372,Sonoran Desert,Open Water,6,Wetland Shrub-Herb,59,345,9
6373,Sonoran Desert,Open Water,7,Wetland Forest,59,345,6
6374,Sonoran Desert,Open Water,8,Wetland Shrub,59,345,8
6375,Sonoran Desert,Open Water,9,Wetland Herb,59,345,7
6376,Sonoran Desert,Barren-Rock/Sand/Clay,0,Undetermined,59,98,1
6377,Sonoran Desert,Barren-Rock/Sand/Clay,2,Upland Herb,59,98,3
6378,Sonoran Desert,Barren-Rock/Sand/Clay,3,Upland Shrub,59,98,4
6379,Sonoran Desert,Barren-Rock/Sand/Clay,6,Wetland Shrub-Herb,59,98,9
6380,Sonoran Desert,Barren-Rock/Sand/Clay,8,Wetland Shrub,59,98,8
6381,Sonoran Desert,Barren-Rock/Sand/Clay,9,Wetland Herb,59,98,7
6382,Sonoran Desert,North American Warm Desert Sparsely Vegetated Systems,0,Undetermined,59,285,1
6383,Sonoran Desert,North American Warm Desert Sparsely Vegetated Systems,1,Sparsely Vegetated,59,285,0
6384,Sonoran Desert,North American Warm Desert Sparsely Vegetated Systems,2,Upland Herb,59,285,3
6385,Sonoran Desert,North American Warm Desert Sparsely Vegetated Systems,3,Upland Shrub,59,285,4
6386,Sonoran Desert,North American Warm Desert Sparsely Vegetated Systems,4,Upland Woodland,59,285,5
6387,Sonoran Desert,North American Warm Desert Sparsely Vegetated Systems,5,Upland Forest,59,285,2
6388,Sonoran Desert,North American Warm Desert Sparsely Vegetated Systems,6,Wetland Shrub-Herb,59,285,9
6389,Sonoran Desert,North American Warm Desert Sparsely Vegetated Systems,7,Wetland Forest,59,285,6
6390,Sonoran Desert,North American Warm Desert Sparsely Vegetated Systems,8,Wetland Shrub,59,285,8
6391,Sonoran Desert,Colorado Plateau Pinyon-Juniper Woodland,0,Undetermined,59,153,1
6392,Sonoran Desert,Colorado Plateau Pinyon-Juniper Woodland,3,Upland Shrub,59,153,4
6393,Sonoran Desert,Colorado Plateau Pinyon-Juniper Woodland,4,Upland Woodland,59,153,5
6394,Sonoran Desert,Colorado Plateau Pinyon-Juniper Woodland,5,Upland Forest,59,153,2
6395,Sonoran Desert,Colorado Plateau Pinyon-Juniper Woodland,7,Wetland Forest,59,153,6
6396,Sonoran Desert,Great Basin Pinyon-Juniper Woodland,0,Undetermined,59,196,1
6397,Sonoran Desert,Great Basin Pinyon-Juniper Woodland,1,Sparsely Vegetated,59,196,0
6398,Sonoran Desert,Great Basin Pinyon-Juniper Woodland,3,Upland Shrub,59,196,4
6399,Sonoran Desert,Great Basin Pinyon-Juniper Woodland,4,Upland Woodland,59,196,5
6400,Sonoran Desert,Great Basin Pinyon-Juniper Woodland,5,Upland Forest,59,196,2
6401,Sonoran Desert,Great Basin Pinyon-Juniper Woodland,8,Wetland Shrub,59,196,8
6402,Sonoran Desert,Madrean Encinal,3,Upland Shrub,59,260,4
6403,Sonoran Desert,Madrean Encinal,4,Upland Woodland,59,260,5
6404,Sonoran Desert,Madrean Pinyon-Juniper Woodland,0,Undetermined,59,264,1
6405,Sonoran Desert,Madrean Pinyon-Juniper Woodland,1,Sparsely Vegetated,59,264,0
6406,Sonoran Desert,Madrean Pinyon-Juniper Woodland,3,Upland Shrub,59,264,4
6407,Sonoran Desert,Madrean Pinyon-Juniper Woodland,4,Upland Woodland,59,264,5
6408,Sonoran Desert,Madrean Pinyon-Juniper Woodland,5,Upland Forest,59,264,2
6409,Sonoran Desert,Madrean Pinyon-Juniper Woodland,6,Wetland Shrub-Herb,59,264,9
6410,Sonoran Desert,Madrean Pinyon-Juniper Woodland,7,Wetland Forest,59,264,6
6411,Sonoran Desert,Southern Rocky Mountain Ponderosa Pine Woodland,0,Undetermined,59,425,1
6412,Sonoran Desert,Southern Rocky Mountain Ponderosa Pine Woodland,1,Sparsely Vegetated,59,425,0
6413,Sonoran Desert,Southern Rocky Mountain Ponderosa Pine Woodland,4,Upland Woodland,59,425,5
6414,Sonoran Desert,Southern Rocky Mountain Ponderosa Pine Woodland,5,Upland Forest,59,425,2
6415,Sonoran Desert,Southern Rocky Mountain Ponderosa Pine Woodland,7,Wetland Forest,59,425,6
6416,Sonoran Desert,Southern Rocky Mountain Ponderosa Pine Woodland,8,Wetland Shrub,59,425,8
6417,Sonoran Desert,Chihuahuan Creosotebush Desert Scrub,0,Undetermined,59,141,1
6418,Sonoran Desert,Chihuahuan Creosotebush Desert Scrub,3,Upland Shrub,59,141,4
6419,Sonoran Desert,Chihuahuan Creosotebush Desert Scrub,5,Upland Forest,59,141,2
6420,Sonoran Desert,Chihuahuan Mixed Salt Desert Scrub,3,Upland Shrub,59,145,4
6421,Sonoran Desert,Inter-Mountain Basins Big Sagebrush Shrubland,0,Undetermined,59,232,1
6422,Sonoran Desert,Inter-Mountain Basins Big Sagebrush Shrubland,1,Sparsely Vegetated,59,232,0
6423,Sonoran Desert,Mojave Mid-Elevation Mixed Desert Scrub,0,Undetermined,59,282,1
6424,Sonoran Desert,Mojave Mid-Elevation Mixed Desert Scrub,1,Sparsely Vegetated,59,282,0
6425,Sonoran Desert,Mojave Mid-Elevation Mixed Desert Scrub,2,Upland Herb,59,282,3
6426,Sonoran Desert,Mojave Mid-Elevation Mixed Desert Scrub,3,Upland Shrub,59,282,4
6427,Sonoran Desert,Mojave Mid-Elevation Mixed Desert Scrub,4,Upland Woodland,59,282,5
6428,Sonoran Desert,Mojave Mid-Elevation Mixed Desert Scrub,5,Upland Forest,59,282,2
6429,Sonoran Desert,Mojave Mid-Elevation Mixed Desert Scrub,8,Wetland Shrub,59,282,8
6430,Sonoran Desert,Mojave Mid-Elevation Mixed Desert Scrub,9,Wetland Herb,59,282,7
6431,Sonoran Desert,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,0,Undetermined,59,377,1
6432,Sonoran Desert,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,1,Sparsely Vegetated,59,377,0
6433,Sonoran Desert,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,2,Upland Herb,59,377,3
6434,Sonoran Desert,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,3,Upland Shrub,59,377,4
6435,Sonoran Desert,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,4,Upland Woodland,59,377,5
6436,Sonoran Desert,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,5,Upland Forest,59,377,2
6437,Sonoran Desert,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,6,Wetland Shrub-Herb,59,377,9
6438,Sonoran Desert,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,7,Wetland Forest,59,377,6
6439,Sonoran Desert,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,8,Wetland Shrub,59,377,8
6440,Sonoran Desert,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,9,Wetland Herb,59,377,7
6441,Sonoran Desert,Sonora-Mojave Mixed Salt Desert Scrub,0,Undetermined,59,378,1
6442,Sonoran Desert,Sonora-Mojave Mixed Salt Desert Scrub,1,Sparsely Vegetated,59,378,0
6443,Sonoran Desert,Sonora-Mojave Mixed Salt Desert Scrub,2,Upland Herb,59,378,3
6444,Sonoran Desert,Sonora-Mojave Mixed Salt Desert Scrub,3,Upland Shrub,59,378,4
6445,Sonoran Desert,Sonora-Mojave Mixed Salt Desert Scrub,5,Upland Forest,59,378,2
6446,Sonoran Desert,Sonora-Mojave Mixed Salt Desert Scrub,6,Wetland Shrub-Herb,59,378,9
6447,Sonoran Desert,Sonora-Mojave Mixed Salt Desert Scrub,8,Wetland Shrub,59,378,8
6448,Sonoran Desert,Sonoran Granite Outcrop Desert Scrub,0,Undetermined,59,380,1
6449,Sonoran Desert,Sonoran Granite Outcrop Desert Scrub,1,Sparsely Vegetated,59,380,0
6450,Sonoran Desert,Sonoran Granite Outcrop Desert Scrub,2,Upland Herb,59,380,3
6451,Sonoran Desert,Sonoran Granite Outcrop Desert Scrub,3,Upland Shrub,59,380,4
6452,Sonoran Desert,Sonoran Granite Outcrop Desert Scrub,5,Upland Forest,59,380,2
6453,Sonoran Desert,Sonoran Granite Outcrop Desert Scrub,6,Wetland Shrub-Herb,59,380,9
6454,Sonoran Desert,Sonoran Granite Outcrop Desert Scrub,8,Wetland Shrub,59,380,8
6455,Sonoran Desert,Sonoran Granite Outcrop Desert Scrub,9,Wetland Herb,59,380,7
6456,Sonoran Desert,Sonoran Mid-Elevation Desert Scrub,0,Undetermined,59,381,1
6457,Sonoran Desert,Sonoran Mid-Elevation Desert Scrub,1,Sparsely Vegetated,59,381,0
6458,Sonoran Desert,Sonoran Mid-Elevation Desert Scrub,2,Upland Herb,59,381,3
6459,Sonoran Desert,Sonoran Mid-Elevation Desert Scrub,3,Upland Shrub,59,381,4
6460,Sonoran Desert,Sonoran Mid-Elevation Desert Scrub,4,Upland Woodland,59,381,5
6461,Sonoran Desert,Sonoran Mid-Elevation Desert Scrub,5,Upland Forest,59,381,2
6462,Sonoran Desert,Sonoran Mid-Elevation Desert Scrub,6,Wetland Shrub-Herb,59,381,9
6463,Sonoran Desert,Sonoran Mid-Elevation Desert Scrub,9,Wetland Herb,59,381,7
6464,Sonoran Desert,Apacherian-Chihuahuan Mesquite Upland Scrub,0,Undetermined,59,86,1
6465,Sonoran Desert,Apacherian-Chihuahuan Mesquite Upland Scrub,2,Upland Herb,59,86,3
6466,Sonoran Desert,Apacherian-Chihuahuan Mesquite Upland Scrub,3,Upland Shrub,59,86,4
6467,Sonoran Desert,Apacherian-Chihuahuan Mesquite Upland Scrub,4,Upland Woodland,59,86,5
6468,Sonoran Desert,Apacherian-Chihuahuan Mesquite Upland Scrub,5,Upland Forest,59,86,2
6469,Sonoran Desert,Apacherian-Chihuahuan Mesquite Upland Scrub,6,Wetland Shrub-Herb,59,86,9
6470,Sonoran Desert,Chihuahuan Mixed Desert and Thorn Scrub,3,Upland Shrub,59,144,4
6471,Sonoran Desert,Mogollon Chaparral,0,Undetermined,59,281,1
6472,Sonoran Desert,Mogollon Chaparral,1,Sparsely Vegetated,59,281,0
6473,Sonoran Desert,Mogollon Chaparral,3,Upland Shrub,59,281,4
6474,Sonoran Desert,Mogollon Chaparral,4,Upland Woodland,59,281,5
6475,Sonoran Desert,Mogollon Chaparral,5,Upland Forest,59,281,2
6476,Sonoran Desert,Mogollon Chaparral,6,Wetland Shrub-Herb,59,281,9
6477,Sonoran Desert,Mogollon Chaparral,7,Wetland Forest,59,281,6
6478,Sonoran Desert,Mogollon Chaparral,8,Wetland Shrub,59,281,8
6479,Sonoran Desert,Mogollon Chaparral,9,Wetland Herb,59,281,7
6480,Sonoran Desert,Sonora-Mojave Semi-Desert Chaparral,0,Undetermined,59,379,1
6481,Sonoran Desert,Sonora-Mojave Semi-Desert Chaparral,1,Sparsely Vegetated,59,379,0
6482,Sonoran Desert,Sonora-Mojave Semi-Desert Chaparral,3,Upland Shrub,59,379,4
6483,Sonoran Desert,Sonora-Mojave Semi-Desert Chaparral,4,Upland Woodland,59,379,5
6484,Sonoran Desert,Sonora-Mojave Semi-Desert Chaparral,5,Upland Forest,59,379,2
6485,Sonoran Desert,Sonora-Mojave Semi-Desert Chaparral,8,Wetland Shrub,59,379,8
6486,Sonoran Desert,Sonoran Paloverde-Mixed Cacti Desert Scrub,0,Undetermined,59,382,1
6487,Sonoran Desert,Sonoran Paloverde-Mixed Cacti Desert Scrub,1,Sparsely Vegetated,59,382,0
6488,Sonoran Desert,Sonoran Paloverde-Mixed Cacti Desert Scrub,2,Upland Herb,59,382,3
6489,Sonoran Desert,Sonoran Paloverde-Mixed Cacti Desert Scrub,3,Upland Shrub,59,382,4
6490,Sonoran Desert,Sonoran Paloverde-Mixed Cacti Desert Scrub,4,Upland Woodland,59,382,5
6491,Sonoran Desert,Sonoran Paloverde-Mixed Cacti Desert Scrub,5,Upland Forest,59,382,2
6492,Sonoran Desert,Sonoran Paloverde-Mixed Cacti Desert Scrub,6,Wetland Shrub-Herb,59,382,9
6493,Sonoran Desert,Sonoran Paloverde-Mixed Cacti Desert Scrub,7,Wetland Forest,59,382,6
6494,Sonoran Desert,Sonoran Paloverde-Mixed Cacti Desert Scrub,8,Wetland Shrub,59,382,8
6495,Sonoran Desert,Sonoran Paloverde-Mixed Cacti Desert Scrub,9,Wetland Herb,59,382,7
6496,Sonoran Desert,Inter-Mountain Basins Juniper Savanna,0,Undetermined,59,236,1
6497,Sonoran Desert,Inter-Mountain Basins Juniper Savanna,1,Sparsely Vegetated,59,236,0
6498,Sonoran Desert,Inter-Mountain Basins Juniper Savanna,3,Upland Shrub,59,236,4
6499,Sonoran Desert,Inter-Mountain Basins Juniper Savanna,4,Upland Woodland,59,236,5
6500,Sonoran Desert,Inter-Mountain Basins Juniper Savanna,5,Upland Forest,59,236,2
6501,Sonoran Desert,Madrean Juniper Savanna,0,Undetermined,59,261,1
6502,Sonoran Desert,Madrean Juniper Savanna,3,Upland Shrub,59,261,4
6503,Sonoran Desert,Madrean Juniper Savanna,5,Upland Forest,59,261,2
6504,Sonoran Desert,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,0,Undetermined,59,87,1
6505,Sonoran Desert,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,2,Upland Herb,59,87,3
6506,Sonoran Desert,Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,3,Upland Shrub,59,87,4
6507,Sonoran Desert,Inter-Mountain Basins Semi-Desert Shrub-Steppe,0,Undetermined,59,242,1
6508,Sonoran Desert,Inter-Mountain Basins Semi-Desert Shrub-Steppe,1,Sparsely Vegetated,59,242,0
6509,Sonoran Desert,Inter-Mountain Basins Semi-Desert Shrub-Steppe,3,Upland Shrub,59,242,4
6510,Sonoran Desert,Inter-Mountain Basins Semi-Desert Grassland,0,Undetermined,59,241,1
6511,Sonoran Desert,Inter-Mountain Basins Semi-Desert Grassland,1,Sparsely Vegetated,59,241,0
6512,Sonoran Desert,Inter-Mountain Basins Semi-Desert Grassland,2,Upland Herb,59,241,3
6513,Sonoran Desert,Inter-Mountain Basins Semi-Desert Grassland,3,Upland Shrub,59,241,4
6514,Sonoran Desert,Inter-Mountain Basins Semi-Desert Grassland,5,Upland Forest,59,241,2
6515,Sonoran Desert,Inter-Mountain Basins Semi-Desert Grassland,6,Wetland Shrub-Herb,59,241,9
6516,Sonoran Desert,North American Warm Desert Riparian Systems,0,Undetermined,59,284,1
6517,Sonoran Desert,North American Warm Desert Riparian Systems,1,Sparsely Vegetated,59,284,0
6518,Sonoran Desert,North American Warm Desert Riparian Systems,2,Upland Herb,59,284,3
6519,Sonoran Desert,North American Warm Desert Riparian Systems,3,Upland Shrub,59,284,4
6520,Sonoran Desert,North American Warm Desert Riparian Systems,4,Upland Woodland,59,284,5
6521,Sonoran Desert,North American Warm Desert Riparian Systems,5,Upland Forest,59,284,2
6522,Sonoran Desert,North American Warm Desert Riparian Systems,6,Wetland Shrub-Herb,59,284,9
6523,Sonoran Desert,North American Warm Desert Riparian Systems,7,Wetland Forest,59,284,6
6524,Sonoran Desert,North American Warm Desert Riparian Systems,8,Wetland Shrub,59,284,8
6525,Sonoran Desert,North American Warm Desert Riparian Systems,9,Wetland Herb,59,284,7
6526,Sonoran Desert,Rocky Mountain Montane Riparian Systems,3,Upland Shrub,59,367,4
6527,Mogollon Rim,Open Water,0,Undetermined,36,345,1
6528,Mogollon Rim,Open Water,2,Upland Herb,36,345,3
6529,Mogollon Rim,Open Water,3,Upland Shrub,36,345,4
6530,Mogollon Rim,Open Water,4,Upland Woodland,36,345,5
6531,Mogollon Rim,Open Water,5,Upland Forest,36,345,2
6532,Mogollon Rim,Open Water,6,Wetland Shrub-Herb,36,345,9
6533,Mogollon Rim,Open Water,7,Wetland Forest,36,345,6
6534,Mogollon Rim,Open Water,8,Wetland Shrub,36,345,8
6535,Mogollon Rim,Open Water,9,Wetland Herb,36,345,7
6536,Mogollon Rim,Barren-Rock/Sand/Clay,0,Undetermined,36,98,1
6537,Mogollon Rim,Barren-Rock/Sand/Clay,2,Upland Herb,36,98,3
6538,Mogollon Rim,Barren-Rock/Sand/Clay,3,Upland Shrub,36,98,4
6539,Mogollon Rim,Barren-Rock/Sand/Clay,4,Upland Woodland,36,98,5
6540,Mogollon Rim,Barren-Rock/Sand/Clay,6,Wetland Shrub-Herb,36,98,9
6541,Mogollon Rim,Barren-Rock/Sand/Clay,7,Wetland Forest,36,98,6
6542,Mogollon Rim,Barren-Rock/Sand/Clay,8,Wetland Shrub,36,98,8
6543,Mogollon Rim,Barren-Rock/Sand/Clay,9,Wetland Herb,36,98,7
6544,Mogollon Rim,Inter-Mountain Basins Sparsely Vegetated Systems,1,Sparsely Vegetated,36,243,0
6545,Mogollon Rim,Inter-Mountain Basins Sparsely Vegetated Systems,2,Upland Herb,36,243,3
6546,Mogollon Rim,Inter-Mountain Basins Sparsely Vegetated Systems,3,Upland Shrub,36,243,4
6547,Mogollon Rim,North American Warm Desert Sparsely Vegetated Systems,0,Undetermined,36,285,1
6548,Mogollon Rim,North American Warm Desert Sparsely Vegetated Systems,1,Sparsely Vegetated,36,285,0
6549,Mogollon Rim,North American Warm Desert Sparsely Vegetated Systems,2,Upland Herb,36,285,3
6550,Mogollon Rim,North American Warm Desert Sparsely Vegetated Systems,3,Upland Shrub,36,285,4
6551,Mogollon Rim,North American Warm Desert Sparsely Vegetated Systems,4,Upland Woodland,36,285,5
6552,Mogollon Rim,North American Warm Desert Sparsely Vegetated Systems,5,Upland Forest,36,285,2
6553,Mogollon Rim,North American Warm Desert Sparsely Vegetated Systems,7,Wetland Forest,36,285,6
6554,Mogollon Rim,North American Warm Desert Sparsely Vegetated Systems,8,Wetland Shrub,36,285,8
6555,Mogollon Rim,North American Warm Desert Sparsely Vegetated Systems,9,Wetland Herb,36,285,7
6556,Mogollon Rim,Rocky Mountain Aspen Forest and Woodland,0,Undetermined,36,361,1
6557,Mogollon Rim,Rocky Mountain Aspen Forest and Woodland,1,Sparsely Vegetated,36,361,0
6558,Mogollon Rim,Rocky Mountain Aspen Forest and Woodland,4,Upland Woodland,36,361,5
6559,Mogollon Rim,Rocky Mountain Aspen Forest and Woodland,5,Upland Forest,36,361,2
6560,Mogollon Rim,Rocky Mountain Aspen Forest and Woodland,7,Wetland Forest,36,361,6
6561,Mogollon Rim,Rocky Mountain Aspen Forest and Woodland,8,Wetland Shrub,36,361,8
6562,Mogollon Rim,Rocky Mountain Aspen Forest and Woodland,9,Wetland Herb,36,361,7
6563,Mogollon Rim,Colorado Plateau Pinyon-Juniper Woodland,0,Undetermined,36,153,1
6564,Mogollon Rim,Colorado Plateau Pinyon-Juniper Woodland,1,Sparsely Vegetated,36,153,0
6565,Mogollon Rim,Colorado Plateau Pinyon-Juniper Woodland,2,Upland Herb,36,153,3
6566,Mogollon Rim,Colorado Plateau Pinyon-Juniper Woodland,3,Upland Shrub,36,153,4
6567,Mogollon Rim,Colorado Plateau Pinyon-Juniper Woodland,4,Upland Woodland,36,153,5
6568,Mogollon Rim,Colorado Plateau Pinyon-Juniper Woodland,5,Upland Forest,36,153,2
6569,Mogollon Rim,Colorado Plateau Pinyon-Juniper Woodland,6,Wetland Shrub-Herb,36,153,9
6570,Mogollon Rim,Colorado Plateau Pinyon-Juniper Woodland,7,Wetland Forest,36,153,6
6571,Mogollon Rim,Colorado Plateau Pinyon-Juniper Woodland,8,Wetland Shrub,36,153,8
6572,Mogollon Rim,Colorado Plateau Pinyon-Juniper Woodland,9,Wetland Herb,36,153,7
6573,Mogollon Rim,Great Basin Pinyon-Juniper Woodland,0,Undetermined,36,196,1
6574,Mogollon Rim,Great Basin Pinyon-Juniper Woodland,1,Sparsely Vegetated,36,196,0
6575,Mogollon Rim,Great Basin Pinyon-Juniper Woodland,2,Upland Herb,36,196,3
6576,Mogollon Rim,Great Basin Pinyon-Juniper Woodland,3,Upland Shrub,36,196,4
6577,Mogollon Rim,Great Basin Pinyon-Juniper Woodland,4,Upland Woodland,36,196,5
6578,Mogollon Rim,Great Basin Pinyon-Juniper Woodland,5,Upland Forest,36,196,2
6579,Mogollon Rim,Great Basin Pinyon-Juniper Woodland,6,Wetland Shrub-Herb,36,196,9
6580,Mogollon Rim,Great Basin Pinyon-Juniper Woodland,7,Wetland Forest,36,196,6
6581,Mogollon Rim,Great Basin Pinyon-Juniper Woodland,8,Wetland Shrub,36,196,8
6582,Mogollon Rim,Great Basin Pinyon-Juniper Woodland,9,Wetland Herb,36,196,7
6583,Mogollon Rim,Madrean Encinal,0,Undetermined,36,260,1
6584,Mogollon Rim,Madrean Encinal,1,Sparsely Vegetated,36,260,0
6585,Mogollon Rim,Madrean Encinal,2,Upland Herb,36,260,3
6586,Mogollon Rim,Madrean Encinal,3,Upland Shrub,36,260,4
6587,Mogollon Rim,Madrean Encinal,4,Upland Woodland,36,260,5
6588,Mogollon Rim,Madrean Encinal,5,Upland Forest,36,260,2
6589,Mogollon Rim,Madrean Encinal,6,Wetland Shrub-Herb,36,260,9
6590,Mogollon Rim,Madrean Encinal,7,Wetland Forest,36,260,6
6591,Mogollon Rim,Madrean Encinal,8,Wetland Shrub,36,260,8
6592,Mogollon Rim,Madrean Encinal,9,Wetland Herb,36,260,7
6593,Mogollon Rim,Madrean Lower Montane Pine-Oak Forest and Woodland,0,Undetermined,36,262,1
6594,Mogollon Rim,Madrean Lower Montane Pine-Oak Forest and Woodland,1,Sparsely Vegetated,36,262,0
6595,Mogollon Rim,Madrean Lower Montane Pine-Oak Forest and Woodland,2,Upland Herb,36,262,3
6596,Mogollon Rim,Madrean Lower Montane Pine-Oak Forest and Woodland,3,Upland Shrub,36,262,4
6597,Mogollon Rim,Madrean Lower Montane Pine-Oak Forest and Woodland,4,Upland Woodland,36,262,5
6598,Mogollon Rim,Madrean Lower Montane Pine-Oak Forest and Woodland,5,Upland Forest,36,262,2
6599,Mogollon Rim,Madrean Lower Montane Pine-Oak Forest and Woodland,6,Wetland Shrub-Herb,36,262,9
6600,Mogollon Rim,Madrean Lower Montane Pine-Oak Forest and Woodland,7,Wetland Forest,36,262,6
6601,Mogollon Rim,Madrean Lower Montane Pine-Oak Forest and Woodland,8,Wetland Shrub,36,262,8
6602,Mogollon Rim,Madrean Lower Montane Pine-Oak Forest and Woodland,9,Wetland Herb,36,262,7
6603,Mogollon Rim,Madrean Pinyon-Juniper Woodland,0,Undetermined,36,264,1
6604,Mogollon Rim,Madrean Pinyon-Juniper Woodland,1,Sparsely Vegetated,36,264,0
6605,Mogollon Rim,Madrean Pinyon-Juniper Woodland,2,Upland Herb,36,264,3
6606,Mogollon Rim,Madrean Pinyon-Juniper Woodland,3,Upland Shrub,36,264,4
6607,Mogollon Rim,Madrean Pinyon-Juniper Woodland,4,Upland Woodland,36,264,5
6608,Mogollon Rim,Madrean Pinyon-Juniper Woodland,5,Upland Forest,36,264,2
6609,Mogollon Rim,Madrean Pinyon-Juniper Woodland,6,Wetland Shrub-Herb,36,264,9
6610,Mogollon Rim,Madrean Pinyon-Juniper Woodland,7,Wetland Forest,36,264,6
6611,Mogollon Rim,Madrean Pinyon-Juniper Woodland,8,Wetland Shrub,36,264,8
6612,Mogollon Rim,Madrean Pinyon-Juniper Woodland,9,Wetland Herb,36,264,7
6613,Mogollon Rim,Madrean Upper Montane Conifer-Oak Forest and Woodland,0,Undetermined,36,265,1
6614,Mogollon Rim,Madrean Upper Montane Conifer-Oak Forest and Woodland,1,Sparsely Vegetated,36,265,0
6615,Mogollon Rim,Madrean Upper Montane Conifer-Oak Forest and Woodland,4,Upland Woodland,36,265,5
6616,Mogollon Rim,Madrean Upper Montane Conifer-Oak Forest and Woodland,5,Upland Forest,36,265,2
6617,Mogollon Rim,Madrean Upper Montane Conifer-Oak Forest and Woodland,9,Wetland Herb,36,265,7
6618,Mogollon Rim,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,0,Undetermined,36,419,1
6619,Mogollon Rim,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,1,Sparsely Vegetated,36,419,0
6620,Mogollon Rim,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,2,Upland Herb,36,419,3
6621,Mogollon Rim,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,3,Upland Shrub,36,419,4
6622,Mogollon Rim,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,4,Upland Woodland,36,419,5
6623,Mogollon Rim,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,5,Upland Forest,36,419,2
6624,Mogollon Rim,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,6,Wetland Shrub-Herb,36,419,9
6625,Mogollon Rim,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,7,Wetland Forest,36,419,6
6626,Mogollon Rim,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,8,Wetland Shrub,36,419,8
6627,Mogollon Rim,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,9,Wetland Herb,36,419,7
6628,Mogollon Rim,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,0,Undetermined,36,421,1
6629,Mogollon Rim,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,1,Sparsely Vegetated,36,421,0
6630,Mogollon Rim,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,2,Upland Herb,36,421,3
6631,Mogollon Rim,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,3,Upland Shrub,36,421,4
6632,Mogollon Rim,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,4,Upland Woodland,36,421,5
6633,Mogollon Rim,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,5,Upland Forest,36,421,2
6634,Mogollon Rim,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,6,Wetland Shrub-Herb,36,421,9
6635,Mogollon Rim,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,7,Wetland Forest,36,421,6
6636,Mogollon Rim,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,8,Wetland Shrub,36,421,8
